id,time,mag,magType,cdi,place,status,latitude,longitude,depth,date,lat/lon,nearby_wells,num_wells,year_month,year_month_day,nearby_eqs,eq_class
usb000tike,1422358269800,4.2,mwr,5.3,"3 km SE of Perry, Oklahoma",reviewed,36.2618,-97.2643,3.408,2015-01-27 11:31:09.800,"36.2618,-97.2643","[3508322776, 3510324300, 3510322731, 3510324277, 3510324314, 3510324315, 3510324337, 3510324339, 3510324361, 3510324378, 3510324448, 3504724620, 3504724668, 3511923968, 3511923982, 3510324488, 3510324455, 3510324450, 3510324497, 3510324531, 3510324542, 3510324539, 3510324639, 3510324630, 3510324615, 3510324594, 3510324610, 3511924319, 3511924150, 3511924149]",30,2015-01,2015-01-27,21,parent
us20005g8q,1460068050400,4.2,ml,5.1,"1 km E of Luther, Oklahoma",reviewed,35.6619,-97.1741,6.106,2016-04-07 22:27:30.400,"35.6619,-97.1741","[3508102053, 3508101877, 3508123965, 3508123923, 3508123909, 3508123907, 3508124016, 3508123845, 3508123832, 3508124052, 3508123734, 3508123361, 3508123432, 3508123495, 3508123707, 3508123640, 3508123631, 3508323652, 3508323634, 3508323592, 3508323524, 3508323458, 3508323545, 3510900109, 3510920163, 3510921577, 3510922171, 3510922351]",28,2016-04,2016-04-07,14,parent
us10006215,1468013517600,4.2,mwr,5.0,"17 km SE of Waynoka, Oklahoma",reviewed,36.4765,-98.7387,7.315,2016-07-08 21:31:57.600,"36.4765,-98.7387","[3509323212, 3515121599, 3515123752]",3,2016-07,2016-07-08,0,shock
us2000a3y4,1501728997300,4.2,mwr,5.5,"6 km ENE of Edmond, Oklahoma",reviewed,35.672,-97.4047,5.0310000000000015,2017-08-03 02:56:37.300,"35.672,-97.4047","[3510900109, 3510920163, 3510921577, 3510921994, 3510920193, 3510922351, 3510922387, 3508324032, 3508324112, 3510922126]",10,2017-08,2017-08-03,0,shock
us2000dc7w,1520205437400,4.2,mwr,5.6,"4 km N of Breckinridge, Oklahoma",reviewed,36.478,-97.7411,8.103,2018-03-04 23:17:17.400,"36.478,-97.7411","[3504724528, 3504724516, 3504724444, 3504724338, 3504724219, 3505322771, 3504724507, 3504724534, 3504724547, 3505323011, 3505323030, 3505322904, 3504724625, 3504724652, 3504724582, 3505323241, 3504724905, 3504724903, 3504724873, 3504724849, 3504724814, 3504724774, 3505323327, 3505323322, 3504724926, 3504724879]",26,2018-03,2018-03-04,0,shock
us1000bm9m,1512447998200,4.1,mwr,4.6,"10 km SSE of Red Rock, Oklahoma",reviewed,36.3699,-97.1259,6.706,2017-12-05 04:26:38.200,"36.3699,-97.1259","[3511700179, 3511701087, 3510324300, 3510324285, 3510324274, 3511723372, 3511723382, 3511723499, 3511723458, 3511723454, 3510324277, 3510324337, 3510324339, 3510324349, 3510324361, 3510324375, 3510324378, 3510324448, 3511923982, 3510324488, 3510324450, 3510324531, 3510324539, 3510324639, 3510324630, 3510324594]",26,2017-12,2017-12-05,3,parent
us200030nt,1438046307200,4.1,mwr,4.5,"4 km NNE of Crescent, Oklahoma",reviewed,35.9909,-97.5813,5.252999999999999,2015-07-28 01:18:27.200,"35.9909,-97.5813","[3504724485, 3508323910, 3508323943, 3508323957, 3508323978, 3508323988, 3508323996, 3508324008, 3508324009, 3508324011, 3508323421, 3507324764, 3507324811, 3508324026, 3508323999, 3508323995, 3508324030, 3508324049, 3508324062, 3508324166, 3508324122, 3508324095, 3508324069, 3507324980, 3507324957, 3507324938, 3508324300, 3508324290, 3508324270, 3508324185, 3508324172, 3508324160, 3507324984]",33,2015-07,2015-07-28,0,shock
us20008vls,1490801860700,4.1,mwr,3.9,"8 km W of Deer Creek, Oklahoma",reviewed,36.815,-97.6114,2.767,2017-03-29 15:37:40.700,"36.815,-97.6114","[3505322783, 3505322722, 3505322454, 3505322687, 3505322799, 3505322844, 3505322820, 3505322209, 3505322926, 3505322933, 3505322992, 3505323050, 3505323061, 3505323062, 3505323068, 3505323082, 3505323084, 3505323085, 3505323095, 3505323115, 3505323155, 3507124576, 3505323102, 3505323177, 3505323245, 3505323209, 3505322665]",27,2017-03,2017-03-29,9,parent
us100032ei,1439587540600,4.1,mwr,4.6,"6 km WNW of Medford, Oklahoma",reviewed,36.8311,-97.8011,0.091,2015-08-14 21:25:40.600,"36.8311,-97.8011","[3505322795, 3505322791, 3505322786, 3505322783, 3505322764, 3505322763, 3505322796, 3505322722, 3505322799, 3505322844, 3505322820, 3505322073, 3505321839, 3505322926, 3505322928, 3505322933, 3505322947, 3505322949, 3505322959, 3505322992, 3505322996, 3505323050, 3505323061, 3505323062, 3505323068, 3505323082, 3505323084, 3505323085, 3505323115, 3505322892, 3505323253, 3505323252, 3505323245, 3505323209, 3505323364, 3505323220, 3505323417]",37,2015-08,2015-08-14,12,parent
usc000mlar,1391912162000,4.1,mwr,6.0,"6 km SSW of Langston, Oklahoma",reviewed,35.893,-97.292,5.0,2014-02-09 02:16:02.000,"35.893,-97.292","[3508121324, 3508123680, 3508123631, 3508323652, 3508323634, 3508323589, 3508323704, 3508323586, 3508323524, 3508323492, 3508323468, 3508323458, 3508323451, 3508323545, 3508323772, 3508323426, 3510920163, 3511920381, 3511923858, 3511923781, 3511923717, 3511923700, 3511923684, 3511923642, 3511923904, 3508323993, 3508324032, 3508324069, 3511923986, 3511924012, 3508124145, 3508324290, 3508324172, 3508324160, 3511924220]",35,2014-02,2014-02-09,3,shock
usp000h81j,1267309347310,4.1,mwr,4.7,"8 km SE of Sparks, Oklahoma",reviewed,35.55300000000001,-96.752,5.0,2010-02-27 22:22:27.310,"35.553000000000004,-96.75200000000001","[3508104442, 3508122309, 3508123975, 3508123875, 3508123856, 3508123681, 3508123621, 3508123595, 3508123499, 3513324463, 3513324751, 3513324660, 3510723280, 3510723103, 3512523519, 3512523507, 3512523465, 3512523447, 3512523527, 3512523540, 3512523553, 3512523612, 3512523558, 3508124092, 3508124112, 3508123802, 3508124143, 3508124191]",28,2010-02,2010-02-27,2,shock
us10003vin,1446894713900,4.1,mwr,6.7,"9 km NE of Wakita, Oklahoma",reviewed,36.9528,-97.8552,5.0,2015-11-07 11:11:53.900,"36.9528,-97.8552","[3505322791, 3505322786, 3505322764, 3505322763, 3505322796, 3505322722, 3505322799, 3505322816, 3505322815, 3505322835, 3505322926, 3505322949, 3505323050, 3505323082, 3505323085, 3505323095, 3505323115, 3505323253, 3505323245, 3505323364, 3505323220, 3505323417]",22,2015-11,2015-11-07,18,parent
us200029pp,1430173337900,4.1,mwr,6.0,"7 km WSW of Langston, Oklahoma",reviewed,35.918,-97.3256,5.279,2015-04-27 22:22:17.900,"35.918,-97.3256","[3508121324, 3508123680, 3508323652, 3508323634, 3508323589, 3508323704, 3508323586, 3508323492, 3508323468, 3508323458, 3508323451, 3508323545, 3508323772, 3508323957, 3508323426, 3511920381, 3511923858, 3511923717, 3511923700, 3511923684, 3511923642, 3511923904, 3508323993, 3508324030, 3508324032, 3508324095, 3508324069, 3511923986, 3511924011, 3511924012, 3508324290, 3508324270, 3508324172, 3508324160, 3511924220]",35,2015-04,2015-04-27,16,parent
us10004fbz,1453121756900,4.1,ml,3.4,Oklahoma,reviewed,36.2761,-98.4096,8.309,2016-01-18 12:55:56.900,"36.2761,-98.4096","[3509321030, 3509323734]",2,2016-01,2016-01-18,1,parent
us10003zyc,1448059240300,4.1,mwr,4.9,"11 km NE of Wakita, Oklahoma",reviewed,36.9483,-97.8276,5.0,2015-11-20 22:40:40.300,"36.9483,-97.8276","[3505322791, 3505322786, 3505322764, 3505322763, 3505322796, 3505322722, 3505322799, 3505322835, 3505322926, 3505322933, 3505322949, 3505323050, 3505323082, 3505323085, 3505323095, 3505323115, 3505323253, 3505323245, 3505323209, 3505323364, 3505323220, 3505323417]",22,2015-11,2015-11-20,19,parent
us1000413f,1448412230800,4.1,mb,3.6,"7 km SSE of Byron, Oklahoma",reviewed,36.8393,-98.2691,4.864,2015-11-25 00:43:50.800,"36.8393,-98.2691","[3505322824, 3500322144, 3500322132, 3500322131, 3500322117, 3500322108, 3500322046, 3500322028, 3500322026, 3500321748, 3500322024, 3500322023, 3500322020, 3500322019, 3500322012, 3500322006, 3500322002, 3500321995, 3500321983, 3500321976, 3500321916, 3500321897, 3505323049, 3500322186, 3500322183, 3500322177, 3500322165, 3500322163, 3500322158, 3500322193, 3500322212, 3500322228, 3500322229, 3500322418, 3500322390, 3500322386, 3500322355, 3500322349, 3500322345, 3500322318, 3500322317, 3500322316, 3500322308, 3500322286, 3500322247, 3500322157, 3500322246, 3500322521, 3500322504, 3500322426, 3500322409, 3500322370, 3500322524, 3500322540, 3500322551, 3500322737, 3500322651, 3500322623, 3500322600, 3500322560, 3500323099, 3500323033, 3500322973, 3500322908, 3500322903, 3500322806, 3500322761, 3500322710]",68,2015-11,2015-11-25,0,shock
us10001txk,1428153677000,4.1,mwr,4.6,"6 km SE of Marshall, Oklahoma",reviewed,36.1176,-97.5717,5.047,2015-04-04 13:21:17.000,"36.1176,-97.5717","[3504724485, 3508323957, 3508322776, 3510322731, 3504724590, 3508323978, 3508323988, 3508323996, 3508324008, 3508324009, 3508323968, 3507324764, 3510324315, 3504724621, 3504724668, 3504724579, 3508323999, 3508324030, 3508324049, 3508324062, 3508324166, 3508324122, 3508324095, 3508324069, 3504724833, 3504724818, 3504724761, 3507324980, 3507324957, 3508324300, 3508324270, 3508324185]",32,2015-04,2015-04-04,9,parent
usc000nww4,1396188599400,4.1,mwr,4.8,"3 km SSW of Marshall, Oklahoma",reviewed,36.1255,-97.6398,3.903,2014-03-30 14:09:59.400,"36.1255,-97.6398","[3504724485, 3510322731, 3504724549, 3504724553, 3504724590, 3508323978, 3508323988, 3508323996, 3508324008, 3508324009, 3507324764, 3504724621, 3504724668, 3504724579, 3508323999, 3508324030, 3508324049, 3508324062, 3508324166, 3508324122, 3508324095, 3504724833, 3504724761, 3507324980, 3507324957, 3507324938, 3508324300, 3508324185, 3507324947]",29,2014-03,2014-03-30,0,shock
us1000760q,1478504039600,4.1,mb,4.2,"17 km SE of Waynoka, Oklahoma",reviewed,36.4564,-98.7622,7.944,2016-11-07 07:33:59.600,"36.4564,-98.7622","[3509323212, 3515123752]",2,2016-11,2016-11-07,14,shock
usc000rhab,1403088782400,4.1,mwr,6.1,"7 km NE of Lake Aluma, Oklahoma",reviewed,35.5956,-97.3924,5.0,2014-06-18 10:53:02.400,"35.5956,-97.3924","[3510920077, 3510900109, 3510920163, 3510921994, 3510920193, 3510935453, 3510922259, 3510935998, 3510937682, 3510937654, 3510922351, 3510922387, 3510935841, 3510935632, 3510922126]",15,2014-06,2014-06-18,5,shock
us20003l6t,1442579716600,4.1,mwr,4.8,"3 km WNW of Cushing, Oklahoma",reviewed,35.9931,-96.7997,0.208,2015-09-18 12:35:16.600,"35.9931,-96.7997","[3503728644, 3503728759, 3503728748, 3503728150, 3503736202, 3503735796, 3503720806, 3503720971, 3503716484, 3503716453, 3503716435, 3503716141, 3503723638, 3503723616, 3503723596, 3503721033, 3503722414, 3503722031, 3503701293, 3511921412, 3511922920, 3511922725, 3511921090, 3511920916, 3511923866, 3511923856, 3511923843, 3511923793, 3511923779, 3511923384, 3503701808, 3511923940, 3511923946, 3511923974, 3511930407, 3511923926, 3511923925, 3511923911, 3511923898, 3508124103, 3508101441, 3503729102, 3503729101, 3508124132, 3508124127, 3511923997, 3511924020, 3503729215, 3503729213, 3503729186, 3503729174, 3508124148, 3511924308, 3511924301, 3511924269, 3511924265, 3511924256, 3511924210, 3511924193, 3511924183, 3511924095, 3511924071, 3511924056, 3511924029]",64,2015-09,2015-09-18,0,shock
us2000255v,1428526320500,4.0,mwr,5.2,"6 km S of Guthrie, Oklahoma",reviewed,35.8192,-97.4191,2.487,2015-04-08 20:52:00.500,"35.8192,-97.4191","[3508323652, 3508323589, 3508323772, 3508323943, 3510900109, 3510920163, 3510921994, 3508323421, 3508324026, 3508323995, 3508324030, 3508324032, 3508324112, 3508324290, 3508324160, 3510922126]",16,2015-04,2015-04-08,55,parent
us20003nwb,1443143797700,4.0,mwr,6.1,"1 km W of Cushing, Oklahoma",reviewed,35.98699999999999,-96.7872,2.893,2015-09-25 01:16:37.700,"35.986999999999995,-96.7872","[3503728644, 3503728759, 3503728748, 3503728150, 3503736202, 3503735796, 3503720806, 3503720804, 3503720971, 3503720565, 3503720628, 3503716484, 3503716453, 3503716435, 3503716141, 3503723638, 3503723616, 3503723596, 3503721143, 3503721033, 3503722414, 3503727834, 3503722031, 3503701293, 3511921412, 3511922920, 3511922725, 3511921090, 3511920916, 3511923866, 3511923856, 3511923843, 3511923793, 3511923779, 3511923384, 3503701808, 3511923940, 3511923946, 3511930407, 3511923926, 3511923925, 3511923911, 3511923898, 3508124103, 3508101441, 3503720634, 3503729102, 3503729101, 3508124132, 3508124127, 3511923997, 3511924020, 3503729215, 3503729213, 3503729186, 3503729174, 3508124148, 3511924308, 3511924301, 3511924269, 3511924256, 3511924210, 3511924193, 3511924183, 3511924095, 3511924071, 3511924056, 3511924029]",68,2015-09,2015-09-25,1,shock
us1000e5gd,1526391621500,4.0,mwr,4.4,"10 km SSE of Marshall, Oklahoma",reviewed,36.0725,-97.5641,6.29,2018-05-15 13:40:21.500,"36.0725,-97.5641","[3504724485, 3508323910, 3508323957, 3508322776, 3510322731, 3504724590, 3508323978, 3508323988, 3508323996, 3508324008, 3508324009, 3508324011, 3508323968, 3508323421, 3507324764, 3504724668, 3508323999, 3508324030, 3508324049, 3508324062, 3508324166, 3508324122, 3508324095, 3508324069, 3504724833, 3507324980, 3507324957, 3507324938, 3508324300, 3508324290, 3508324270, 3508324185, 3508324172]",33,2018-05,2018-05-15,21,parent
us100044cf,1449363701900,4.0,mwr,4.3,"16 km SE of Waynoka, Oklahoma",reviewed,36.4703,-98.7606,6.126,2015-12-06 01:01:41.900,"36.4703,-98.7606","[3509323212, 3515123752]",2,2015-12,2015-12-06,0,shock
us10002kf3,1434777054900,4.0,mwr,5.0,"9 km NW of Arcadia, Oklahoma",reviewed,35.7392,-97.3865,3.0,2015-06-20 05:10:54.900,"35.7392,-97.3865","[3508323652, 3508323634, 3508323589, 3508323772, 3510900109, 3510920163, 3510921577, 3510921994, 3510922171, 3510922351, 3510922387, 3508324032, 3508324112, 3508324160, 3510922126]",15,2015-06,2015-06-20,27,parent
us1000ess6,1529096168600,4.0,mwr,5.6,Oklahoma,reviewed,36.0742,-97.5593,6.615,2018-06-15 20:56:08.600,"36.0742,-97.5593","[3504724485, 3508323910, 3508323957, 3508322776, 3510322731, 3504724590, 3508323978, 3508323988, 3508323996, 3508324008, 3508324009, 3508324011, 3508323968, 3508323421, 3507324764, 3510324315, 3504724668, 3508323999, 3508324030, 3508324049, 3508324062, 3508324166, 3508324122, 3508324095, 3508324069, 3504724833, 3507324980, 3507324957, 3507324938, 3508324300, 3508324290, 3508324270, 3508324185, 3508324172]",34,2018-06,2018-06-15,1,shock
usp000jadq,1320552222000,4.0,ml,,"8 km WNW of Prague, Oklahoma",reviewed,35.521,-96.771,5.0,2011-11-06 04:03:42.000,"35.521,-96.771","[3508123975, 3508123875, 3508123681, 3508123621, 3508123499, 3513324298, 3513324463, 3513324515, 3513324535, 3513324751, 3513324660, 3510723280, 3510723103, 3512523519, 3512523507, 3512523465, 3512523447, 3512523527, 3512523540, 3512523553, 3512523612, 3512523558, 3508124092, 3508124112, 3508123802, 3508124143, 3508124191]",27,2011-11,2011-11-06,3,shock
usb000t1de,1417343084400,4.0,mwr,6.4,"6 km NE of Hunter, Oklahoma",reviewed,36.6028,-97.6068,5.684,2014-11-30 10:24:44.400,"36.6028,-97.6068","[3504724516, 3504724444, 3504724219, 3507123002, 3505322771, 3505300208, 3504724507, 3504724534, 3504724547, 3504724630, 3505323011, 3505323030, 3505322904, 3507124474, 3507124558, 3510324364, 3510324429, 3504724625, 3504724582, 3505323102, 3505323177, 3505322665, 3504724873, 3504724774, 3504724660, 3505323327, 3505323322, 3504724879]",28,2014-11,2014-11-30,20,parent
us20002prt,1434305829000,4.0,mwr,5.4,"6 km WNW of Lucien, Oklahoma",reviewed,36.286,-97.5217,6.278,2015-06-14 18:17:09.000,"36.286,-97.5217","[3504724485, 3504724404, 3504724338, 3504724219, 3508322776, 3510322731, 3504724507, 3504724590, 3508324008, 3508324009, 3510324315, 3504724611, 3504724620, 3504724621, 3504724622, 3504724652, 3504724668, 3504724582, 3504724579, 3508324166, 3510324542, 3504724848, 3504724818, 3504724761, 3504724729, 3508324300, 3510324615]",27,2015-06,2015-06-14,0,shock
usb000sjk0,1412700673100,4.0,mwr,5.9,"4 km S of Cushing, Oklahoma",reviewed,35.9474,-96.7642,5.28,2014-10-07 16:51:13.100,"35.9474,-96.7642","[3503728644, 3503728759, 3503728748, 3503728150, 3503736202, 3503735796, 3503730210, 3503720806, 3503720804, 3503720971, 3503720565, 3503716484, 3503716453, 3503716435, 3503716141, 3503723638, 3503723616, 3503723596, 3503721143, 3503721033, 3503722414, 3503722031, 3508123345, 3503701293, 3511921412, 3511922725, 3511921090, 3511920916, 3511923856, 3511923843, 3511923793, 3503701808, 3511923946, 3511930407, 3511923926, 3511923925, 3511923911, 3511923898, 3508124103, 3508101441, 3503720634, 3503729123, 3503729102, 3503729101, 3508124132, 3508124127, 3511923997, 3503729215, 3503729213, 3503729201, 3503729186, 3503729174, 3508124148, 3511924308, 3511924301, 3511924269, 3511924256, 3511924193, 3511924183, 3511924095, 3511924071, 3511924056]",62,2014-10,2014-10-07,2,shock
usc000pdy4,1397115237100,4.0,mwr,4.6,"12 km SE of Cedar Valley, Oklahoma",reviewed,35.7745,-97.4826,7.04,2014-04-10 07:33:57.100,"35.7745,-97.4826","[3508323772, 3508323943, 3501723786, 3510900109, 3510920163, 3510921994, 3508323421, 3510922387, 3508324026, 3508323995, 3508324032, 3508324112, 3508324290, 3508324160, 3510922126]",15,2014-04,2014-04-10,2,shock
us1000e4il,1526282700600,4.0,mwr,5.8,"10 km SSE of Marshall, Oklahoma",reviewed,36.0713,-97.5655,6.858,2018-05-14 07:25:00.600,"36.0713,-97.5655","[3504724485, 3508323910, 3508323957, 3508322776, 3510322731, 3504724590, 3508323978, 3508323988, 3508323996, 3508324008, 3508324009, 3508324011, 3508323968, 3508323421, 3507324764, 3504724668, 3508323999, 3508324030, 3508324049, 3508324062, 3508324166, 3508324122, 3508324095, 3508324069, 3504724833, 3507324980, 3507324957, 3507324938, 3508324300, 3508324290, 3508324270, 3508324185, 3508324172]",33,2018-05,2018-05-14,1,shock
us10002y1u,1438760882300,4.0,ml,4.2,"4 km NW of Hunter, Oklahoma",reviewed,36.5979,-97.6921,6.021,2015-08-05 07:48:02.300,"36.5979,-97.6921","[3504724516, 3504724444, 3505322795, 3505322771, 3505300208, 3504724507, 3504724534, 3504724547, 3505322947, 3505322992, 3505322996, 3505323011, 3505323062, 3505323068, 3505323030, 3505322904, 3504724625, 3505323102, 3505323252, 3505323241, 3505322665, 3504724873, 3504724849, 3504724774, 3504724660, 3505323327, 3505323322, 3504724926, 3504724879]",29,2015-08,2015-08-05,5,parent
usb000rsdy,1405185106700,4.0,mwr,4.2,"7 km WNW of Meridian, Oklahoma",reviewed,35.8637,-97.321,4.047,2014-07-12 17:11:46.700,"35.8637,-97.321","[3508121324, 3508123680, 3508123631, 3508323652, 3508323634, 3508323589, 3508323704, 3508323586, 3508323524, 3508323492, 3508323468, 3508323458, 3508323451, 3508323545, 3508323772, 3508323426, 3510920163, 3510921994, 3511920381, 3511923858, 3511923717, 3511923700, 3511923684, 3508323993, 3508324032, 3508324112, 3508324290, 3508324172, 3508324160, 3510922126, 3511924220]",31,2014-07,2014-07-12,8,parent
us10001qdg,1427226508900,4.0,ml,5.8,"11 km ENE of Nescatunga, Oklahoma",reviewed,36.7776,-98.0301,6.513,2015-03-24 19:48:28.900,"36.7776,-98.0301","[3505322795, 3505322791, 3505322796, 3505322591, 3505322487, 3505322816, 3505322815, 3505322901, 3505322836, 3505322824, 3505322073, 3505321839, 3500322002, 3500321995, 3500321897, 3505322928, 3505322940, 3505322947, 3505322959, 3505322963, 3505322987, 3505322996, 3505322923, 3505323049, 3505323115, 3505322892, 3500322183, 3500322158, 3500322228, 3500322355, 3505323253, 3500322426, 3500322409, 3500322370, 3500322722, 3500322560, 3505323402]",37,2015-03,2015-03-24,9,parent
us10007cas,1480087175700,4.0,mb,5.0,"4 km NNW of Medford, Oklahoma",reviewed,36.8434,-97.7522,7.893,2016-11-25 15:19:35.700,"36.8434,-97.7522","[3505322795, 3505322791, 3505322786, 3505322783, 3505322764, 3505322763, 3505322722, 3505322799, 3505322844, 3505322820, 3505322926, 3505322928, 3505322933, 3505322949, 3505322959, 3505322992, 3505322996, 3505323050, 3505323061, 3505323062, 3505323068, 3505323082, 3505323084, 3505323085, 3505323095, 3505323115, 3505323155, 3505322892, 3505323253, 3505323252, 3505323245, 3505323209, 3505323364, 3505323220, 3505323417]",35,2016-11,2016-11-25,4,parent
usb000tilr,1422374320100,4.0,mwr,6.2,"8 km NNW of Hunter, Oklahoma",reviewed,36.6288,-97.7124,5.0,2015-01-27 15:58:40.100,"36.6288,-97.7124","[3504724516, 3504724444, 3505322795, 3505322771, 3505322844, 3505322820, 3505300208, 3504724534, 3504724547, 3505322933, 3505322947, 3505322959, 3505322992, 3505322996, 3505323011, 3505323062, 3505323068, 3505323082, 3505323030, 3505322904, 3504724625, 3505323102, 3505323252, 3505323241, 3505322665, 3504724873, 3504724849, 3504724774, 3505323327, 3505323322, 3504724926, 3504724879]",32,2015-01,2015-01-27,12,parent
